iter	Passed	Remaining
225	1578	1914
226	1584	1905
227	1590	1896
228	1594	1887
229	1600	1878
230	1608	1872
231	1615	1866
232	1621	1858
233	1629	1852
234	1634	1843
235	1641	1835
236	1647	1827
237	1653	1820
238	1659	1812
239	1665	1804
240	1670	1795
241	1675	1786
242	1681	1778
243	1688	1771
244	1693	1762
245	1699	1755
246	1705	1746
247	1717	1745
248	1724	1738
249	1730	1730
250	1735	1721
251	1740	1712
252	1745	1704
253	1750	1695
254	1755	1686
255	1761	1678
256	1767	1671
257	1773	1663
258	1783	1659
259	1793	1655
260	1802	1650
261	1811	1645
262	1820	1640
263	1828	1634
264	1839	1630
265	1847	1625
266	1858	1621
267	1862	1612
268	1869	1605
269	1875	1597
270	1880	1589
271	1889	1583
272	1897	1577
273	1904	1570
274	1910	1562
275	1915	1554
276	1921	1546
277	1926	1538
278	1931	1529
279	1937	1522
280	1941	1513
281	1947	1505
282	1953	1497
283	1959	1490
284	1964	1482
285	1970	1474
286	1976	1466
287	1981	1458
288	1987	1450
289	1993	1443
290	1999	1435
291	2004	1427
292	2010	1420
293	2015	1412
294	2021	1404
295	2027	1397
296	2032	1389
297	2038	1382
298	2044	1374
299	2049	1366
300	2054	1358
301	2060	1350
302	2065	1343
303	2071	1335
304	2077	1328
305	2084	1321
306	2089	1313
307	2093	1304
308	2098	1297
309	2103	1289
310	2109	1282
311	2114	1274
312	2119	1266
313	2124	1258
314	2129	1250
315	2134	1243
316	2140	1235
317	2145	1228
318	2151	1220
319	2157	1213
320	2163	1206
321	2167	1198
322	2173	1190
323	2180	1184
324	2185	1176
325	2190	1169
326	2196	1162
327	2201	1154
328	2206	1146
329	2214	1140
330	2219	1133
331	2223	1125
332	2228	1117
333	2233	1110
334	2239	1102
335	2245	1095
336	2250	1088
337	2256	1081
338	2263	1074
339	2267	1067
340	2274	1060
341	2280	1053
342	2285	1046
343	2291	1039
344	2296	1031
345	2302	1024
346	2307	1017
347	2313	1010
348	2318	1003
349	2324	996
350	2330	989
351	2335	981
352	2340	974
353	2347	968
354	2352	960
355	2357	953
356	2362	946
357	2368	939
358	2374	932
359	2379	925
360	2385	918
361	2390	911
362	2396	904
363	2401	897
364	2407	890
365	2412	883
366	2417	875
367	2421	868
368	2427	861
369	2431	854
370	2437	847
371	2442	840
372	2448	833
373	2454	826
374	2459	819
375	2465	813
376	2480	809
377	2487	802
378	2492	795
379	2498	788
380	2503	782
381	2509	775
382	2514	768
383	2519	761
384	2525	754
385	2531	747
386	2536	740
387	2541	733
388	2547	726
389	2552	720
390	2559	713
391	2565	706
392	2569	699
393	2574	692
394	2580	685
395	2585	678
396	2589	671
397	2596	665
398	2601	658
399	2607	651
400	2612	644
401	2617	638
402	2622	631
403	2627	624
404	2633	617
405	2639	611
406	2644	604
407	2649	597
408	2655	590
409	2661	584
410	2667	577
411	2672	570
412	2678	564
413	2682	557
414	2689	550
415	2693	543
416	2699	537
417	2704	530
418	2710	524
419	2716	517
420	2721	510
421	2727	504
422	2731	497
423	2736	490
424	2740	483
425	2745	476
426	2751	470
427	2756	463
428	2763	457
429	2768	450
430	2776	444
431	2783	438
432	2788	431
433	2796	425
434	2802	418
435	2808	412
436	2816	406
437	2823	399
438	2831	393
439	2837	386
440	2843	380
441	2850	374
442	2857	367
443	2865	361
444	2870	354
445	2877	348
446	2887	342
447	2930	340
448	2939	333
449	2946	327
450	2952	320
451	2959	314
452	2968	307
453	2975	301
454	2983	295
455	2990	288
456	2997	282
457	3004	275
458	3010	268
459	3017	262
460	3023	255
461	3030	249
462	3035	242
463	3042	236
464	3048	229
465	3054	222
466	3062	216
467	3067	209
468	3073	203
469	3082	196
470	3089	190
471	3097	183
472	3105	177
473	3112	170
474	3118	164
475	3125	157
476	3133	151
477	3139	144
478	3146	137
479	3151	131
480	3158	124
481	3165	118
482	3171	111
483	3179	105
484	3186	98
485	3191	91
486	3197	85
487	3203	78
488	3211	72
489	3218	65
490	3225	59
491	3231	52
492	3237	45
493	3245	39
494	3252	32
495	3259	26
496	3266	19
497	3277	13
498	3283	6
499	3290	0
