iter	Logloss
127	0.3488479152
128	0.3486565883
129	0.3474479331
130	0.3471017208
131	0.346890126
132	0.3463385118
133	0.3460871547
134	0.3459307115
135	0.345314116
136	0.3450718184
137	0.3446733325
138	0.3439812203
139	0.3434976457
140	0.3426826762
141	0.3423205433
142	0.3422180646
143	0.3417112973
144	0.341531858
145	0.3412985917
146	0.3407128112
147	0.3406685073
148	0.3401106533
149	0.3394487568
150	0.3392056847
151	0.3389025943
152	0.3384117716
153	0.3380571214
154	0.3375208628
155	0.3363412804
156	0.3361808181
157	0.3356369217
158	0.3347417979
159	0.3338686158
160	0.3330303583
161	0.3329863479
162	0.3325170886
163	0.3317913574
164	0.3315633908
165	0.3313492299
166	0.3307999119
167	0.3302453787
168	0.3298555273
169	0.3297931729
170	0.3295181375
171	0.3290625674
172	0.3282049211
173	0.3280948321
174	0.3279994005
175	0.3279679439
176	0.3275300103
177	0.3271179754
178	0.326611378
179	0.3265443662
180	0.3261379378
181	0.3254387778
182	0.3247473649
183	0.3243162561
184	0.3242690372
185	0.3240306517
186	0.323701661
187	0.3233818782
188	0.3228931886
189	0.3222296661
190	0.3220287059
191	0.3220065303
192	0.3214593137
193	0.3213351351
194	0.3205091611
195	0.3200319104
196	0.3191281827
197	0.3189209962
198	0.3183603902
199	0.3179434094
200	0.3179000482
201	0.3176329475
202	0.3174799317
203	0.3172446601
204	0.3165212226
205	0.3159094905
206	0.3151438046
207	0.3146973627
208	0.314679371
209	0.314293317
210	0.3140753772
211	0.3134361702
212	0.3131082471
213	0.3125305656
214	0.3120183415
215	0.3119561409
216	0.311437413
217	0.3106856879
218	0.3103694975
219	0.3096891901
220	0.3094537845
221	0.3087758799
222	0.3086035451
223	0.3084138988
224	0.3083044285
225	0.307671931
226	0.3069901393
227	0.306698339
228	0.3063793073
229	0.3059174397
230	0.3053562014
231	0.3049902202
232	0.3049238194
233	0.3046487448
234	0.3040939009
235	0.3039519146
236	0.3034343144
237	0.3030852608
238	0.3028250823
239	0.3026191755
240	0.3018953991
241	0.3014607067
242	0.3006452567
243	0.3003536062
244	0.299769751
245	0.2996834557
246	0.2990960146
247	0.2989768317
248	0.2985521345
249	0.2978180687
250	0.2972043532
251	0.2966379252
252	0.296053642
253	0.2955103769
254	0.2954528405
255	0.2949741789
256	0.2942993173
257	0.29385828
258	0.2934897922
259	0.293289103
260	0.2931274644
261	0.2923760895
262	0.2919841869
263	0.2917557836
264	0.2914519791
265	0.2913180544
266	0.2912885935
267	0.2911928159
268	0.2904237808
269	0.2901579431
270	0.289391452
271	0.2888150792
272	0.2887712087
273	0.288615822
274	0.2884655347
275	0.2879023086
276	0.2877357868
277	0.2874541829
278	0.2871882881
279	0.2869406682
280	0.2868668583
281	0.2862055111
282	0.2858207367
283	0.2853460766
284	0.2849826682
285	0.2848236639
286	0.2845656407
287	0.2844561962
288	0.2839681735
289	0.2837891826
290	0.2835390356
291	0.2831304093
292	0.2830931006
293	0.2828446257
294	0.2826302568
295	0.2821656533
296	0.2819869734
297	0.281365655
298	0.281295093
299	0.2809866488
300	0.280471951
301	0.2800641484
302	0.2798531084
303	0.2793575535
304	0.2789830741
305	0.2786028706
306	0.2785956153
307	0.2783225356
308	0.278033193
309	0.2777281777
310	0.2774994226
311	0.2769932933
312	0.2764210194
313	0.2762138592
314	0.2757570801
315	0.2756240388
316	0.2753027725
317	0.2748768431
318	0.2744541571
319	0.2737833832
320	0.2737596227
321	0.2730782267
322	0.2723447326
323	0.2721160407
324	0.2719945071
325	0.2718036274
326	0.2714428398
327	0.2708163988
328	0.2699625169
329	0.2698010547
330	0.2693877331
331	0.2689434842
332	0.2687105267
333	0.2679566886
334	0.2678518336
335	0.2677068865
336	0.2676158268
337	0.267333183
338	0.2668119231
339	0.266466056
340	0.266394971
341	0.266240146
342	0.2660469823
343	0.2658989965
344	0.2654397208
345	0.2652693942
346	0.2651211324
347	0.2650336265
348	0.26478536
349	0.264265769
350	0.2639708763
351	0.2634358269
352	0.2630702471
353	0.2626466871
354	0.2624611812
355	0.2622459174
356	0.2621524815
357	0.2620237537
358	0.2614829881
359	0.2610605074
360	0.2606913666
361	0.2602645819
362	0.2600749126
363	0.2599607793
364	0.2596811339
365	0.2595147312
366	0.2590422
367	0.2589472423
368	0.2589008393
369	0.2588349743
370	0.258673211
371	0.2582411971
372	0.2580479293
373	0.2579715659
374	0.2576585753
375	0.2574565789
376	0.2570329811
377	0.2565434091
378	0.2559463362
379	0.255586166
380	0.2552330075
381	0.254898904
382	0.2547242084
383	0.2543742835
384	0.2539706157
385	0.2538806911
386	0.2535818496
387	0.253524467
388	0.253394841
389	0.2533461038
390	0.2529502347
391	0.2528744474
392	0.2528082508
393	0.2523888884
394	0.2523770031
395	0.2521730475
396	0.2518690457
397	0.2518481577
398	0.2517682569
399	0.2517312446
400	0.2517054057
401	0.2516157604
402	0.2513329735
403	0.2510256046
404	0.2506035642
405	0.2501644398
406	0.2499092409
407	0.2499026545
408	0.249805735
409	0.2495804467
410	0.2493395417
411	0.2491210714
412	0.248649434
413	0.2485759286
414	0.2484921573
415	0.2481917503
416	0.2481821718
417	0.2481069535
418	0.24793451
419	0.2476403031
420	0.247616579
421	0.2474346911
422	0.2469788779
423	0.2468516219
424	0.2464664618
425	0.2462942644
426	0.2462169377
427	0.2459815772
428	0.2457407879
429	0.2452526377
430	0.2449708573
431	0.2448840731
432	0.2444042503
433	0.2443273745
434	0.2443025946
435	0.2442824694
436	0.2440164295
437	0.2436674615
438	0.2435479157
439	0.2430035757
440	0.2429176262
441	0.2427445925
442	0.2425105493
443	0.2423564948
444	0.2420435229
445	0.2417276825
446	0.2415089871
447	0.2414960143
448	0.2414300191
449	0.2411702101
450	0.2409962414
451	0.2407362573
452	0.2403701314
453	0.2399609757
454	0.2397972985
455	0.2397391553
456	0.2394400845
457	0.2391956909
458	0.2390483053
459	0.2388502942
460	0.2387373439
461	0.2381993306
462	0.2379558495
463	0.2377467113
464	0.2373701718
465	0.2372485974
466	0.2369546842
467	0.2367205668
468	0.2365879509
469	0.2365431462
470	0.2361189453
471	0.2359488322
472	0.2358123148
473	0.2355897839
474	0.235343916
475	0.2350058303
476	0.2348475453
477	0.2347970808
478	0.2347400513
479	0.2344304967
480	0.2340898834
481	0.2339333647
482	0.2335954195
483	0.2333043066
484	0.2330095146
485	0.2327302275
486	0.2326540737
487	0.2325307106
488	0.2322918435
489	0.2321113602
490	0.2319857447
491	0.2316982354
492	0.2314813867
493	0.2311042481
494	0.2305114253
495	0.2303291624
496	0.2300001686
497	0.2298937225
498	0.2297043423
499	0.2294577005
