iter	Logloss
0	0.6318607609
1	0.5833385246
2	0.5508527822
3	0.5224859333
4	0.4981182437
5	0.4803192459
6	0.4640492547
7	0.4538357514
8	0.4439020293
9	0.4358837968
10	0.4301663763
11	0.4271178375
12	0.4225057679
13	0.4195545832
14	0.416974047
15	0.4144123288
16	0.4107349214
17	0.4090144126
18	0.4069557657
19	0.4048573494
20	0.4035892269
21	0.4027194392
22	0.4014598229
23	0.4004731486
24	0.3984292087
25	0.3974038168
26	0.3962884179
27	0.3952300952
28	0.3938187114
29	0.3930006812
30	0.3923610815
31	0.3916204521
32	0.3908535899
33	0.3906375088
34	0.3903803326
35	0.3892659155
36	0.3886068314
37	0.3869116377
38	0.3859222314
39	0.3856087126
40	0.3855953402
41	0.3854811435
42	0.3848416512
43	0.3841763504
44	0.3836178142
45	0.3830948924
46	0.3825446082
47	0.381930266
48	0.3813741506
49	0.3809004272
50	0.3808605095
51	0.3806867901
52	0.3802107846
53	0.3802060737
54	0.3802050438
55	0.3802038717
56	0.3796794514
57	0.3795097398
58	0.3792100106
59	0.3784935781
60	0.3784935327
61	0.3783889147
62	0.378372149
63	0.378203836
64	0.3777941335
65	0.3770210961
66	0.3769013358
67	0.3768646473
68	0.3763503058
69	0.3761520227
70	0.3757842085
71	0.3755655272
72	0.3751401611
73	0.3751379439
74	0.3743003472
75	0.3742058502
76	0.3737815713
77	0.3733636643
78	0.3731160347
79	0.3731022354
80	0.372399748
81	0.3721481076
82	0.3705525274
83	0.3704512227
84	0.3704507378
85	0.369678115
86	0.3681376635
87	0.3677431362
88	0.3673577557
89	0.3667248712
90	0.3662664279
91	0.3660280339
92	0.3648791048
93	0.3647084565
94	0.3638004887
95	0.3634131283
96	0.3622706285
97	0.3619801154
98	0.3607326343
99	0.3606762005
100	0.3605832571
101	0.3596181965
102	0.3594143031
103	0.3584537354
104	0.3579653118
105	0.3574983081
106	0.3572151914
107	0.3562665157
108	0.3558279278
109	0.3553576399
110	0.3549019623
111	0.3539461507
112	0.3530854506
113	0.3525317183
114	0.3521816514
115	0.3513843636
116	0.3511013212
117	0.3508848026
118	0.3504548427
119	0.350411056
120	0.3503639901
121	0.3501336703
122	0.3496877726
123	0.3494196077
124	0.3491449605
125	0.3485174517
126	0.3483361629
127	0.3480775567
128	0.3477787786
129	0.3471367562
130	0.3467115303
131	0.3455941376
132	0.3453008231
133	0.345172497
134	0.3444258807
135	0.3441037066
136	0.3438823432
137	0.3431107456
138	0.3429241475
139	0.3427998194
140	0.3425842159
141	0.3418906095
142	0.3414764466
143	0.341474143
144	0.3414682799
145	0.341218084
146	0.3410472323
147	0.3405178896
148	0.3402692879
149	0.3402344736
150	0.3400838109
151	0.3395484085
152	0.339017203
153	0.3385419535
154	0.3382708423
155	0.3378608528
156	0.3376533739
157	0.337028654
158	0.3359216511
159	0.3354897757
160	0.3349351527
161	0.3347708144
162	0.3341710955
163	0.3333519811
164	0.3331052942
165	0.3328949129
166	0.332360943
167	0.3319939903
168	0.3316364628
169	0.3309317102
170	0.3305415059
171	0.3304943911
172	0.3299704313
173	0.3294631499
174	0.3290578606
175	0.3286014529
176	0.3277711567
177	0.327114387
178	0.3263720943
179	0.3260685699
180	0.325590858
181	0.3251565733
182	0.3243948971
183	0.3236071952
184	0.3228349825
185	0.3226125974
186	0.3220977394
187	0.3214813732
188	0.3210862362
189	0.3206331745
190	0.320079936
191	0.3199816291
192	0.3195823869
193	0.319423834
194	0.3193307519
195	0.3188952315
196	0.3184805566
197	0.3176903171
198	0.3174591745
199	0.3173219064
200	0.3172462391
201	0.3164625879
202	0.3160185711
203	0.3157163247
204	0.3153383045
205	0.3148259716
206	0.3144516877
207	0.3141781444
208	0.3136598285
209	0.3136078138
210	0.3129402132
211	0.3128506952
212	0.3127294815
213	0.3123830847
214	0.3118346086
215	0.3112298079
216	0.3102363834
217	0.3098862862
218	0.3096006037
219	0.309115408
220	0.3087253889
221	0.3085204517
222	0.3083871885
223	0.3077882727
224	0.3071922347
225	0.3070499535
226	0.3070321858
227	0.3068276841
228	0.3063855761
229	0.3060601789
230	0.3056439546
231	0.3052028967
232	0.3049413999
233	0.3048786421
234	0.3044526672
235	0.3040226948
236	0.303452215
237	0.3028687674
238	0.3025808065
239	0.3024572275
240	0.3021573257
241	0.301501975
242	0.3011134439
243	0.3010366425
244	0.300704965
245	0.3003981232
246	0.3002218334
247	0.3000774036
248	0.2997120925
249	0.2993033297
250	0.2988650525
251	0.2987121961
252	0.2984298461
253	0.2982458656
254	0.2980155501
255	0.2976898222
256	0.2975425009
257	0.2971802535
258	0.297039667
259	0.2964731355
260	0.2958533581
261	0.2951560325
262	0.2949843434
263	0.2943046307
264	0.2940860145
265	0.2937441412
266	0.2934466088
267	0.2933454164
268	0.293169838
269	0.2927573752
270	0.2922536713
271	0.2920565088
272	0.2913023145
273	0.2907656563
274	0.2905434762
275	0.2903741201
276	0.2901363003
277	0.2898225537
278	0.2893413609
279	0.2885172582
280	0.2881449157
281	0.2871358485
282	0.2866392834
283	0.2864221178
284	0.2858701524
285	0.2851490925
286	0.2849178325
287	0.2842234676
288	0.2839312686
289	0.2834150748
290	0.2832739456
291	0.2830282435
292	0.2827859944
293	0.2826698605
294	0.2820856029
295	0.2817109795
296	0.2812994409
297	0.2808876202
298	0.2804422213
299	0.280247679
300	0.2799949129
301	0.2797747778
302	0.2793930625
303	0.2790959183
304	0.2787779859
305	0.2784797365
306	0.2780060208
307	0.2778075778
308	0.2774985636
309	0.2772038022
310	0.2769970266
311	0.2768254387
312	0.2762060105
313	0.2760128724
314	0.2759449674
315	0.2756629725
316	0.274996844
317	0.2746405974
318	0.2744557827
319	0.274090652
320	0.2736254068
321	0.2735507945
322	0.2729793052
323	0.2729470339
324	0.2726966648
325	0.2721947067
326	0.2718622538
327	0.2715111754
328	0.2710378902
329	0.2708879897
330	0.2704045961
331	0.2701289096
332	0.2700483045
333	0.2695294265
334	0.2692219929
335	0.2688448217
336	0.2683824591
337	0.2681115604
338	0.2680707191
339	0.2674607911
340	0.2672248955
341	0.2668487337
342	0.2663648399
343	0.2655426422
344	0.2652519864
345	0.2650885227
346	0.2648030669
347	0.2647274699
348	0.2646628416
349	0.2643378097
350	0.2640666097
351	0.2637712997
352	0.263284176
353	0.2629174429
354	0.2627408161
355	0.2625709783
356	0.262269112
357	0.2617490461
358	0.2614596355
359	0.2610378342
360	0.2605618701
361	0.260143402
362	0.2598142125
363	0.2596157037
364	0.2594093688
365	0.2591338501
366	0.2589034609
367	0.2585229319
368	0.2581812734
369	0.2580425168
370	0.2577158255
371	0.2576386973
372	0.2574210189
373	0.2572167859
374	0.2570500385
375	0.2570049163
376	0.256889564
377	0.2565743519
378	0.255969078
379	0.2557951714
380	0.2555982798
381	0.255514229
382	0.2552881107
383	0.2549964489
384	0.2547993197
385	0.2545201409
386	0.254199358
387	0.2539872876
388	0.2537724513
389	0.2536120508
390	0.2535374755
391	0.2533669101
392	0.2531173837
393	0.252783035
394	0.2527396753
395	0.2526938988
396	0.2525296794
397	0.252472493
398	0.2522041827
399	0.2521653314
400	0.2519824873
401	0.2519423977
402	0.2514293047
403	0.2509985733
404	0.2503755938
405	0.2499400882
406	0.2498294557
407	0.2496517889
408	0.2491762659
409	0.2488003846
410	0.2487201887
411	0.2484767957
412	0.2484214337
413	0.2481983956
414	0.2480420209
415	0.2475994865
416	0.2475141233
417	0.2472513994
418	0.2472145411
419	0.24685534
420	0.2466746138
421	0.2463590806
422	0.2462970687
423	0.2459891044
424	0.2458537254
425	0.2455679617
426	0.2453624153
427	0.2450739199
428	0.2450527286
429	0.2447647165
430	0.2446004064
431	0.2445310538
432	0.2442509328
433	0.2438919953
434	0.2438086641
435	0.2435049777
436	0.2432568838
437	0.2429395482
438	0.2428299623
439	0.2426367562
440	0.2424452483
441	0.2421688794
442	0.2418768801
443	0.2417033574
444	0.2413431402
445	0.2412097279
446	0.2410546509
447	0.2407918402
448	0.2407324815
449	0.2405667772
450	0.2401960107
451	0.2400550882
452	0.2398711084
453	0.2397676232
454	0.2394577595
455	0.2393747611
456	0.2392341313
457	0.2391237445
458	0.2390015549
459	0.2388923488
460	0.2388144979
461	0.2387265405
462	0.2382808258
463	0.2382207107
464	0.2381067193
465	0.2377593446
466	0.2375583193
467	0.237446
468	0.2370560891
469	0.2368828655
470	0.2368129034
471	0.2365985377
472	0.2364221669
473	0.2363860406
474	0.2362235501
475	0.2360709049
476	0.2359796234
477	0.2358196329
478	0.2356736561
